V160001,clinton,trump,pid7,pid3,ideo7,education,income,feeldem,feelrep
301170,60,15,3,(3) 3. Independent,,13,21,50,40
301171,30,60,7,(2) 2. Republican,6,13,1,60,40
301173,40,70,5,(3) 3. Independent,NA,9,19,50,50
301176,15,85,7,(2) 2. Republican,6,12,22,40,70
301184,70,0,2,(1) 1. Democrat,3,14,26,60,40
301185,70,40,4,(3) 3. Independent,NA,9,21,50,60
301187,50,15,3,(3) 3. Independent,4,13,24,40,40
301189,0,60,5,(3) 3. Independent,5,13,22,40,70
301190,0,40,5,(3) 3. Independent,6,13,26,40,60
301193,70,50,3,(3) 3. Independent,NA,9,13,40,30
301194,50,50,2,(1) 1. Democrat,4,9,1,50,50
301195,20,65,6,(2) 2. Republican,,10,24,25,45
301200,85,40,4,(3) 3. Independent,4,10,3,50,50
301201,0,70,7,(2) 2. Republican,NA,9,1,15,100
301208,0,70,7,(2) 2. Republican,,10,11,15,60
301211,50,70,6,(2) 2. Republican,6,15,9,15,85
301213,70,0,2,(1) 1. Democrat,3,13,7,85,15
301215,100,0,1,(1) 1. Democrat,2,15,25,85,30
301221,60,50,3,(3) 3. Independent,NA,9,15,60,50
301225,40,70,6,(2) 2. Republican,5,9,20,60,70
301226,0,85,7,(2) 2. Republican,7,10,12,0,85
301227,0,100,7,(2) 2. Republican,,10,1,0,60
301228,50,30,4,(3) 3. Independent,4,10,19,60,60
301232,85,30,2,(1) 1. Democrat,2,13,15,85,30
301234,70,50,3,(3) 3. Independent,NA,9,3,85,60
301235,50,50,4,(3) 3. Independent,4,11,15,50,30
301237,60,50,5,(3) 3. Independent,5,9,2,60,70
301238,60,15,4,(3) 3. Independent,4,13,27,60,50
301240,70,0,4,(3) 3. Independent,,9,,50,50
301242,0,50,,,NA,9,9,50,50
301244,0,30,5,(5) 5. Other party SPECIFY,7,10,14,0,40
301245,100,0,1,(1) 1. Democrat,1,10,15,100,0
301247,40,0,5,(3) 3. Independent,4,13,27,50,50
301258,70,40,3,(3) 3. Independent,5,13,27,65,55
301259,100,0,4,(3) 3. Independent,NA,10,1,50,50
301262,60,85,6,(2) 2. Republican,5,13,11,40,70
301264,15,85,7,(2) 2. Republican,6,14,24,15,70
301268,30,85,3,(3) 3. Independent,4,10,15,40,60
301271,40,15,4,(0) 0. No preference (FTF ONLY),4,10,19,40,15
301273,40,30,6,(2) 2. Republican,NA,8,11,50,50
301274,30,85,5,(3) 3. Independent,4,12,13,40,70
301276,50,0,4,(3) 3. Independent,NA,3,1,60,40
301278,0,100,5,(3) 3. Independent,4,9,11,50,100
301280,85,0,1,(1) 1. Democrat,2,14,19,85,15
301281,0,70,6,(2) 2. Republican,6,10,15,40,60
301282,50,50,4,(0) 0. No preference (FTF ONLY),,11,24,50,50
301283,0,30,7,(2) 2. Republican,7,13,28,15,40
301285,0,100,7,(2) 2. Republican,6,11,22,30,85
301288,15,30,5,(3) 3. Independent,,10,24,30,40
301293,60,0,2,(1) 1. Democrat,4,10,12,50,30
301294,15,70,7,(2) 2. Republican,5,13,26,30,70
301296,60,50,4,(3) 3. Independent,4,9,9,60,60
301298,60,30,3,(3) 3. Independent,4,13,,70,40
301302,15,70,5,(3) 3. Independent,6,13,12,40,70
301304,60,40,5,(3) 3. Independent,6,9,11,50,50
301305,0,50,5,(3) 3. Independent,5,13,15,0,40
301306,70,0,3,(3) 3. Independent,3,16,25,60,0
301308,0,85,6,(2) 2. Republican,4,12,13,15,100
301313,0,60,7,(2) 2. Republican,6,12,21,15,60
301314,0,75,7,(2) 2. Republican,7,11,23,0,75
301316,0,60,7,(2) 2. Republican,6,11,20,30,50
301317,0,70,5,(3) 3. Independent,5,10,20,15,15
301319,0,85,3,(3) 3. Independent,5,9,7,,
301321,0,60,3,(3) 3. Independent,4,9,3,50,50
301322,0,0,4,(0) 0. No preference (FTF ONLY),4,9,1,0,0
301323,30,60,5,(3) 3. Independent,4,9,11,30,30
301324,0,70,7,(2) 2. Republican,7,13,24,30,60
301325,85,60,2,(1) 1. Democrat,4,13,14,70,60
301331,60,30,1,(1) 1. Democrat,2,11,19,60,15
301332,70,0,1,(1) 1. Democrat,3,13,11,60,30
301333,15,15,4,(0) 0. No preference (FTF ONLY),4,13,7,15,15
301337,15,40,7,(2) 2. Republican,6,13,27,30,85
301338,70,50,4,(3) 3. Independent,NA,9,21,85,70
301342,15,70,7,(2) 2. Republican,6,13,13,30,85
301344,50,85,5,(3) 3. Independent,4,11,5,40,70
301345,0,50,5,(3) 3. Independent,6,10,21,40,50
301346,85,0,1,(1) 1. Democrat,4,10,17,85,15
301347,50,0,3,(3) 3. Independent,4,14,23,85,30
301351,100,0,4,(0) 0. No preference (FTF ONLY),NA,9,11,,
301353,50,0,5,(3) 3. Independent,4,14,26,40,60
301354,0,70,7,(2) 2. Republican,6,13,22,0,70
301355,70,0,2,(1) 1. Democrat,2,13,23,60,30
301356,30,0,3,(3) 3. Independent,4,11,3,40,0
301357,15,60,7,(2) 2. Republican,6,13,21,15,60
301365,15,85,6,(2) 2. Republican,5,13,9,15,85
301366,15,85,7,(2) 2. Republican,6,14,27,30,70
301367,0,70,6,(2) 2. Republican,5,9,22,0,60
301368,0,70,7,(2) 2. Republican,5,13,1,15,70
301369,0,100,7,(2) 2. Republican,5,11,13,0,60
301370,85,40,1,(1) 1. Democrat,4,10,13,70,30
301371,85,15,1,(1) 1. Democrat,NA,10,9,85,30
301373,0,0,4,(3) 3. Independent,7,10,1,15,15
301375,70,0,1,(1) 1. Democrat,4,11,9,85,50
301376,15,15,5,(3) 3. Independent,4,11,13,15,15
301377,70,0,1,(1) 1. Democrat,4,9,1,60,40
301383,70,85,2,(1) 1. Democrat,4,10,1,60,70
301384,60,0,3,(3) 3. Independent,4,14,20,60,30
301388,100,0,1,(1) 1. Democrat,2,3,2,85,30
301389,85,40,1,(1) 1. Democrat,2,5,7,100,70
301391,40,0,1,(1) 1. Democrat,4,10,17,100,50
301393,30,0,1,(1) 1. Democrat,2,13,23,50,15
301396,0,0,4,(3) 3. Independent,1,12,17,0,0
301399,79,21,2,(1) 1. Democrat,3,13,12,75,38
301402,70,0,1,(1) 1. Democrat,2,12,26,85,40
301404,0,40,5,(3) 3. Independent,6,13,21,15,30
301408,0,100,5,(0) 0. No preference (FTF ONLY),6,10,7,30,70
301410,85,0,1,(1) 1. Democrat,4,9,9,70,15
301411,85,50,5,(0) 0. No preference (FTF ONLY),NA,8,17,60,40
301412,70,0,1,(1) 1. Democrat,2,16,23,70,0
301416,30,30,6,(2) 2. Republican,,11,19,50,50
301418,0,0,5,(3) 3. Independent,4,7,19,50,50
301419,30,70,7,(2) 2. Republican,7,10,11,30,85
301420,50,0,3,(3) 3. Independent,3,13,22,,
301421,0,0,4,(3) 3. Independent,NA,10,11,50,50
301423,70,0,2,(1) 1. Democrat,,14,11,50,50
301429,85,0,1,(1) 1. Democrat,4,13,22,70,30
301433,30,85,7,(2) 2. Republican,6,14,26,40,60
301434,100,15,2,(1) 1. Democrat,3,11,7,95,30
301436,1,0,2,(1) 1. Democrat,4,11,1,50,10
301439,30,60,5,(3) 3. Independent,4,10,1,50,60
301440,30,85,7,(2) 2. Republican,5,9,9,40,60
301442,50,50,3,(3) 3. Independent,4,11,21,50,50
301446,0,40,7,(2) 2. Republican,6,9,21,40,60
301452,65,35,1,(1) 1. Democrat,,10,21,65,35
301454,15,0,4,(5) 5. Other party SPECIFY,1,13,14,30,0
301455,0,70,7,(2) 2. Republican,5,8,3,15,70
301456,0,85,5,(3) 3. Independent,NA,9,18,15,70
301457,50,0,3,(3) 3. Independent,2,10,7,60,20
301458,85,0,1,(1) 1. Democrat,NA,10,18,100,40
301459,50,0,3,(3) 3. Independent,,13,24,40,50
301460,40,0,3,(3) 3. Independent,6,10,25,100,30
301461,100,85,7,(2) 2. Republican,4,10,1,100,100
301462,60,85,6,(2) 2. Republican,NA,11,18,40,60
301464,60,0,3,(3) 3. Independent,6,9,1,60,40
301465,30,30,6,(2) 2. Republican,5,9,19,40,60
301467,85,50,3,(3) 3. Independent,3,9,7,85,70
301472,100,0,1,(1) 1. Democrat,2,14,21,100,30
301474,100,0,3,(3) 3. Independent,NA,10,15,100,0
301479,15,40,6,(2) 2. Republican,5,14,28,15,40
301481,70,0,3,(3) 3. Independent,2,11,3,80,60
301482,0,85,7,(2) 2. Republican,6,11,22,0,100
301483,60,15,2,(1) 1. Democrat,5,13,11,70,70
301488,15,70,6,(2) 2. Republican,5,9,22,50,70
301489,0,30,5,(3) 3. Independent,6,14,22,0,60
301491,85,0,2,(1) 1. Democrat,NA,10,7,70,0
301495,50,50,5,(3) 3. Independent,NA,10,19,40,60
301496,15,85,7,(2) 2. Republican,6,12,9,15,60
301497,60,0,5,(3) 3. Independent,NA,9,3,70,70
301498,0,100,7,(2) 2. Republican,6,11,19,15,85
301500,70,0,3,(3) 3. Independent,4,11,19,70,30
301501,60,15,3,(3) 3. Independent,2,13,26,70,50
301511,60,0,2,(1) 1. Democrat,1,13,13,60,15
301513,90,60,2,(1) 1. Democrat,4,10,5,55,40
301514,70,20,6,(2) 2. Republican,4,13,27,70,40
301515,60,15,1,(1) 1. Democrat,2,13,18,60,30
301516,85,0,1,(1) 1. Democrat,,13,26,65,15
301519,85,0,1,(1) 1. Democrat,NA,10,9,85,40
301522,85,50,1,(1) 1. Democrat,6,3,11,60,50
301527,15,60,5,(3) 3. Independent,5,13,22,15,30
301528,30,100,7,(2) 2. Republican,6,9,20,15,100
301530,60,60,4,(3) 3. Independent,NA,9,1,50,50
301533,30,0,3,(3) 3. Independent,3,13,13,50,30
301536,0,35,7,(2) 2. Republican,6,13,21,25,65
301538,70,0,1,(1) 1. Democrat,1,10,5,70,15
301541,0,40,7,(2) 2. Republican,5,7,7,50,85
301544,70,0,2,(1) 1. Democrat,NA,9,14,50,30
301545,100,0,1,(1) 1. Democrat,4,10,18,60,0
301551,15,60,5,(3) 3. Independent,NA,4,5,30,30
301552,0,70,7,(2) 2. Republican,,9,,0,70
301553,50,50,4,(0) 0. No preference (FTF ONLY),3,9,13,60,50
301556,60,0,2,(1) 1. Democrat,1,13,7,60,0
301560,70,70,4,(5) 5. Other party SPECIFY,NA,12,20,100,85
301562,0,50,5,(3) 3. Independent,5,10,15,50,60
301563,0,85,7,(2) 2. Republican,6,13,7,0,60
301564,60,0,2,(1) 1. Democrat,2,14,26,60,30
301566,0,70,5,(3) 3. Independent,4,10,9,15,70
301567,70,30,2,(1) 1. Democrat,3,9,13,85,50
301570,15,60,6,(2) 2. Republican,6,12,7,40,60
301572,85,15,1,(1) 1. Democrat,3,10,12,85,60
301580,85,0,1,(1) 1. Democrat,,13,4,85,0
301583,50,0,1,(1) 1. Democrat,NA,9,7,50,50
301584,15,15,4,(3) 3. Independent,5,14,20,40,40
301589,70,0,1,(1) 1. Democrat,4,11,17,60,30
301590,30,50,5,(3) 3. Independent,4,9,14,40,60
301594,15,0,7,(2) 2. Republican,5,13,25,40,40
301596,0,100,5,(3) 3. Independent,6,11,22,0,0
301598,15,15,4,(3) 3. Independent,NA,8,16,60,65
301601,85,70,4,(3) 3. Independent,4,10,9,70,60
301602,70,0,1,(1) 1. Democrat,,12,26,85,15
301603,40,40,5,(3) 3. Independent,7,13,23,30,40
301605,20,30,6,(2) 2. Republican,5,13,13,15,50
301607,50,100,5,(3) 3. Independent,1,9,14,,1
301608,100,0,1,(1) 1. Democrat,4,14,25,85,0
301610,0,85,5,(3) 3. Independent,5,10,19,30,30
301611,70,0,3,(3) 3. Independent,4,14,23,60,40
301612,60,0,2,(1) 1. Democrat,NA,9,9,60,50
301617,85,0,1,(1) 1. Democrat,4,14,26,85,0
301618,15,70,6,(2) 2. Republican,6,10,8,40,60
301623,70,0,6,(2) 2. Republican,4,13,18,70,30
301624,40,40,4,(3) 3. Independent,4,13,22,50,40
301628,50,0,3,(0) 0. No preference (FTF ONLY),NA,10,9,50,50
301629,0,50,5,(3) 3. Independent,NA,12,1,50,40
301631,85,70,2,(1) 1. Democrat,4,13,9,70,70
301633,50,60,2,(1) 1. Democrat,4,12,12,60,50
301634,15,50,4,(0) 0. No preference (FTF ONLY),NA,10,3,50,50
301636,0,50,5,(3) 3. Independent,5,12,25,30,60
301637,,,4,(0) 0. No preference (FTF ONLY),NA,8,1,,
301645,85,15,1,(1) 1. Democrat,4,13,25,85,15
301648,70,0,2,(1) 1. Democrat,3,8,21,70,50
301649,50,0,1,(1) 1. Democrat,,10,1,50,0
301650,70,60,1,(1) 1. Democrat,5,14,7,100,70
301651,85,0,1,(1) 1. Democrat,2,10,22,100,0
301654,60,70,4,(3) 3. Independent,,9,1,60,40
301655,70,40,5,(3) 3. Independent,NA,9,15,50,60
301656,70,60,2,(1) 1. Democrat,4,7,2,60,60
301659,70,0,1,(1) 1. Democrat,2,13,27,85,30
301661,15,60,7,(2) 2. Republican,4,13,13,30,60
301663,85,50,4,(3) 3. Independent,4,9,21,60,60
301665,0,85,6,(2) 2. Republican,5,6,12,15,85
301666,70,0,2,(1) 1. Democrat,2,14,14,60,0
301669,0,85,4,(3) 3. Independent,NA,17,1,50,60
301670,0,85,2,(1) 1. Democrat,3,10,15,15,70
301672,0,70,6,(2) 2. Republican,6,16,3,15,15
301677,100,0,1,(1) 1. Democrat,2,13,17,85,0
301678,85,0,3,(3) 3. Independent,4,11,13,70,0
301679,0,100,7,(2) 2. Republican,7,10,19,0,100
301685,60,30,2,(1) 1. Democrat,4,13,27,40,40
301686,15,85,7,(2) 2. Republican,6,10,19,50,60
301688,70,70,2,(1) 1. Democrat,NA,9,5,70,70
301691,30,30,5,(3) 3. Independent,4,16,20,40,60
301692,30,60,5,(3) 3. Independent,3,11,20,60,60
301694,10,10,6,(2) 2. Republican,6,9,15,10,75
301695,30,30,4,(3) 3. Independent,4,12,22,60,60
301697,100,0,1,(1) 1. Democrat,1,16,,70,0
301702,100,0,,(3) 3. Independent,NA,9,7,40,60
301705,85,0,1,(1) 1. Democrat,2,16,28,70,15
301706,0,0,5,(3) 3. Independent,5,14,26,15,15
301707,0,0,5,(3) 3. Independent,,10,12,50,50
301708,85,15,3,(3) 3. Independent,NA,3,,100,0
301709,0,85,5,(3) 3. Independent,,14,14,15,40
301710,50,15,1,(1) 1. Democrat,4,14,14,60,20
301712,85,15,2,(1) 1. Democrat,3,11,16,60,15
301717,100,0,1,(1) 1. Democrat,4,9,24,85,50
301720,85,40,1,(1) 1. Democrat,4,9,15,85,50
301721,15,100,5,(3) 3. Independent,NA,9,12,0,100
301724,60,50,6,(2) 2. Republican,5,14,5,50,60
301727,15,85,7,(2) 2. Republican,6,13,22,15,70
301731,70,15,3,(3) 3. Independent,6,10,21,85,40
301734,50,50,5,(3) 3. Independent,4,13,14,30,50
301741,0,70,7,(2) 2. Republican,6,14,28,0,40
301746,0,100,1,(1) 1. Democrat,NA,9,2,50,0
301748,50,0,3,(3) 3. Independent,4,13,26,70,40
301749,90,0,3,(5) 5. Other party SPECIFY,1,16,28,70,15
301759,100,0,2,(1) 1. Democrat,3,12,,85,15
301760,50,0,5,(3) 3. Independent,3,9,9,50,50
301761,30,30,5,(3) 3. Independent,5,13,28,15,15
301766,85,0,3,(5) 5. Other party SPECIFY,3,12,24,60,15
301767,30,70,3,(3) 3. Independent,5,14,26,30,30
301770,40,60,7,(2) 2. Republican,5,9,23,30,60
301774,40,15,6,(2) 2. Republican,3,10,,40,60
301776,50,100,7,(2) 2. Republican,,7,1,0,100
301777,40,0,3,(3) 3. Independent,3,13,25,40,0
301778,60,0,4,(3) 3. Independent,4,12,12,50,50
301779,15,60,5,(3) 3. Independent,4,11,1,60,60
301782,15,50,5,(0) 0. No preference (FTF ONLY),4,14,21,15,85
301784,50,50,6,(2) 2. Republican,4,10,17,60,85
301786,70,0,1,(1) 1. Democrat,2,13,25,50,0
301787,100,30,3,(3) 3. Independent,4,9,11,40,70
301789,70,15,1,(1) 1. Democrat,5,14,25,100,15
301791,60,15,1,(1) 1. Democrat,3,10,2,60,30
301795,0,60,6,(2) 2. Republican,6,11,21,15,50
301799,85,0,1,(1) 1. Democrat,2,13,26,70,30
301801,60,50,4,(5) 5. Other party SPECIFY,2,3,5,50,50
301802,30,50,4,(3) 3. Independent,5,8,14,50,50
301803,100,15,2,(1) 1. Democrat,4,10,9,60,15
301804,0,85,4,(3) 3. Independent,NA,9,15,50,85
301805,98,0,1,(1) 1. Democrat,2,13,22,90,10
301807,0,100,7,(2) 2. Republican,,15,2,0,100
301809,60,0,3,(3) 3. Independent,3,13,13,70,15
301810,40,60,6,(2) 2. Republican,5,14,23,50,60
301811,60,60,3,(3) 3. Independent,NA,13,22,55,50
301812,85,0,2,(1) 1. Democrat,4,14,24,60,15
301821,70,30,3,(3) 3. Independent,3,14,15,50,30
301828,85,0,3,(3) 3. Independent,1,13,3,85,0
301831,0,70,7,(2) 2. Republican,6,13,28,0,50
301838,0,70,7,(2) 2. Republican,4,13,23,30,85
301839,0,70,5,(3) 3. Independent,4,9,17,0,60
301840,70,0,4,(3) 3. Independent,4,13,25,50,30
301843,0,60,5,(5) 5. Other party SPECIFY,6,9,13,0,15
301844,85,,4,(5) 5. Other party SPECIFY,4,8,1,85,15
301846,100,50,2,(1) 1. Democrat,,4,8,60,50
301848,70,30,5,(3) 3. Independent,6,10,5,70,85
301851,30,60,5,(3) 3. Independent,5,10,14,40,60
301854,0,70,6,(2) 2. Republican,NA,9,14,0,60
301856,60,70,2,(1) 1. Democrat,4,11,24,60,70
301857,40,0,3,(3) 3. Independent,2,9,,40,40
301858,85,15,3,(3) 3. Independent,3,11,15,85,50
301860,0,85,7,(2) 2. Republican,6,13,26,30,60
301862,0,85,7,(2) 2. Republican,,9,12,15,85
301863,0,100,7,(2) 2. Republican,5,14,25,0,85
301865,0,60,7,(2) 2. Republican,6,12,25,0,50
301870,0,0,1,(1) 1. Democrat,NA,9,7,0,0
301873,85,0,1,(1) 1. Democrat,4,9,18,85,50
301875,50,30,3,(3) 3. Independent,,8,11,40,60
301876,70,0,1,(1) 1. Democrat,3,14,14,85,15
301877,100,0,1,(1) 1. Democrat,4,10,7,100,0
301879,85,70,1,(1) 1. Democrat,1,10,4,100,50
301880,100,15,2,(1) 1. Democrat,3,16,24,85,30
301881,60,0,4,,4,13,18,50,50
301883,0,95,3,(3) 3. Independent,6,10,,0,0
301890,15,85,5,(3) 3. Independent,2,12,17,60,85
301891,85,15,1,(1) 1. Democrat,4,9,1,70,60
301893,85,0,1,(1) 1. Democrat,2,14,25,70,30
301894,60,30,3,(3) 3. Independent,4,13,18,60,50
301895,70,0,2,(1) 1. Democrat,3,14,,60,15
301896,15,40,5,(3) 3. Independent,4,9,1,30,30
301897,30,15,6,(2) 2. Republican,4,13,15,40,40
301902,0,85,5,(3) 3. Independent,,9,9,0,60
301904,40,30,5,(3) 3. Independent,5,15,28,40,40
301906,70,0,1,(1) 1. Democrat,1,10,19,60,15
301909,100,0,4,(3) 3. Independent,5,10,1,85,60
301910,100,0,1,(1) 1. Democrat,1,13,21,100,15
301914,0,70,7,(2) 2. Republican,6,10,7,40,90
301917,100,0,1,(1) 1. Democrat,NA,10,21,85,0
301918,30,60,6,(2) 2. Republican,5,8,22,40,70
301921,70,70,3,(3) 3. Independent,4,11,18,60,70
301925,0,60,5,(3) 3. Independent,6,14,25,50,0
301926,60,15,4,(3) 3. Independent,4,12,,50,50
301930,0,100,7,(2) 2. Republican,5,10,21,15,85
301932,100,0,1,(1) 1. Democrat,NA,3,2,100,60
301938,0,85,7,(2) 2. Republican,6,14,19,15,70
301941,60,0,3,(3) 3. Independent,2,14,27,70,15
301942,85,40,2,(1) 1. Democrat,5,9,5,15,15
301944,50,60,2,(1) 1. Democrat,4,8,14,70,50
301946,15,50,4,(3) 3. Independent,NA,10,20,50,15
301947,0,60,4,(3) 3. Independent,4,11,5,50,50
301948,40,50,7,(2) 2. Republican,5,14,13,40,60
301950,0,60,5,(3) 3. Independent,5,9,10,50,60
301953,0,85,7,(2) 2. Republican,6,11,11,0,100
301955,40,60,7,(2) 2. Republican,6,12,17,40,70
301956,100,0,1,(1) 1. Democrat,4,14,15,100,0
301958,100,0,1,(1) 1. Democrat,2,10,8,100,50
301959,85,0,1,(1) 1. Democrat,1,14,15,85,15
301961,70,40,2,(1) 1. Democrat,4,9,12,70,30
301967,100,0,1,(1) 1. Democrat,6,9,4,80,80
301968,100,0,1,(1) 1. Democrat,6,17,1,100,0
301969,15,100,5,(3) 3. Independent,5,9,24,15,30
301970,0,30,5,(3) 3. Independent,4,9,12,50,50
301971,0,0,3,(3) 3. Independent,2,10,11,0,0
301974,30,70,7,(2) 2. Republican,5,14,15,30,70
301977,70,0,2,(1) 1. Democrat,2,10,28,70,30
301980,40,40,7,(2) 2. Republican,6,9,4,15,60
301981,80,15,3,(3) 3. Independent,4,14,23,50,50
301982,15,85,6,(2) 2. Republican,4,9,25,40,85
301983,20,20,7,(2) 2. Republican,5,13,1,50,100
301984,85,0,1,(1) 1. Democrat,2,10,17,70,50
301985,50,70,,(3) 3. Independent,4,6,,,
301988,15,85,6,(2) 2. Republican,4,9,15,40,60
301990,0,85,7,(2) 2. Republican,7,9,,0,60
301992,70,0,1,(1) 1. Democrat,2,12,11,70,15
301993,,,,,3,14,1,,
301999,0,100,7,(2) 2. Republican,NA,10,11,50,50
302001,80,20,1,(1) 1. Democrat,,5,19,40,70
302007,60,0,1,(1) 1. Democrat,4,14,22,60,40
302009,70,30,6,(2) 2. Republican,4,12,13,50,40
302014,0,0,4,(3) 3. Independent,,10,23,30,30
302016,0,85,7,(2) 2. Republican,7,10,28,15,60
302019,20,10,6,(2) 2. Republican,5,13,19,25,35
302023,15,70,3,(3) 3. Independent,,8,24,50,50
302027,40,60,6,(2) 2. Republican,6,9,1,,
302029,40,70,6,(2) 2. Republican,6,8,13,15,60
302030,70,30,1,(1) 1. Democrat,2,10,28,85,30
302032,60,70,4,(5) 5. Other party SPECIFY,4,14,18,60,70
302033,50,50,6,(2) 2. Republican,,11,,40,60
302034,70,40,2,(1) 1. Democrat,3,14,25,60,30
302037,30,70,3,(3) 3. Independent,4,6,1,60,40
302040,0,30,4,(3) 3. Independent,5,12,27,30,60
302044,15,70,3,(3) 3. Independent,4,11,6,60,60
302047,100,0,1,(1) 1. Democrat,NA,9,9,90,15
302048,8,10,5,(3) 3. Independent,4,9,15,3,10
302050,100,0,1,(1) 1. Democrat,4,10,23,70,0
302052,30,60,5,(3) 3. Independent,5,13,6,40,50
302053,50,0,3,(3) 3. Independent,2,15,21,40,15
302054,50,30,4,(3) 3. Independent,NA,9,9,50,50
302058,100,9,3,(3) 3. Independent,NA,9,13,0,100
302067,0,100,4,(3) 3. Independent,NA,5,6,,
302069,50,70,5,(5) 5. Other party SPECIFY,,11,16,50,50
302070,15,15,5,(0) 0. No preference (FTF ONLY),NA,10,11,50,50
302074,0,85,6,(2) 2. Republican,6,13,14,0,60
302075,0,40,5,(3) 3. Independent,6,9,13,0,0
302076,0,0,7,(2) 2. Republican,6,9,12,0,30
302077,0,15,5,(3) 3. Independent,4,10,23,30,40
302078,40,50,6,(2) 2. Republican,5,13,22,60,60
302080,100,0,1,(1) 1. Democrat,4,14,14,85,15
302083,15,70,5,(3) 3. Independent,5,10,14,30,60
302089,15,50,5,(5) 5. Other party SPECIFY,6,10,17,15,40
302093,0,50,4,(0) 0. No preference (FTF ONLY),NA,8,22,30,30
302097,85,0,2,(1) 1. Democrat,3,10,13,70,30
302099,40,40,4,(3) 3. Independent,4,9,1,,
302100,60,0,3,(3) 3. Independent,NA,9,15,85,0
302101,0,40,6,(2) 2. Republican,5,9,17,50,60
302103,80,50,1,(1) 1. Democrat,NA,10,17,90,90
302104,0,30,5,(3) 3. Independent,5,13,18,30,15
302105,60,0,2,(1) 1. Democrat,NA,12,20,50,50
302106,30,60,7,(2) 2. Republican,6,9,27,50,85
302115,40,40,3,(3) 3. Independent,NA,9,12,50,50
302117,60,70,6,(2) 2. Republican,6,9,13,60,85
302119,15,50,7,(2) 2. Republican,,9,12,30,100
302121,30,0,3,(3) 3. Independent,,13,22,,
302122,60,50,3,(0) 0. No preference (FTF ONLY),1,15,28,50,50
302123,85,0,1,(1) 1. Democrat,4,9,5,60,15
302124,85,0,1,(1) 1. Democrat,1,10,9,85,0
302125,70,0,2,(1) 1. Democrat,1,11,7,100,0
302126,0,100,7,(2) 2. Republican,6,10,18,30,100
302128,85,0,2,(1) 1. Democrat,NA,9,1,85,0
302130,0,50,6,(2) 2. Republican,4,9,1,0,50
302132,15,70,7,(2) 2. Republican,6,15,20,30,70
302133,15,15,7,(2) 2. Republican,7,13,18,15,60
302136,100,0,4,(3) 3. Independent,NA,9,17,85,50
302138,85,0,1,(1) 1. Democrat,2,11,12,100,0
302142,0,85,7,(2) 2. Republican,7,9,17,0,100
302143,40,60,5,(3) 3. Independent,5,13,17,40,60
302145,40,100,5,(3) 3. Independent,4,9,3,60,75
302147,0,70,5,(3) 3. Independent,NA,11,11,50,50
302148,60,0,3,(3) 3. Independent,3,16,28,40,30
302150,0,70,5,(3) 3. Independent,4,12,26,70,50
302154,60,70,6,(2) 2. Republican,5,13,7,50,50
302155,85,10,1,(1) 1. Democrat,2,16,20,70,30
302161,15,70,7,(2) 2. Republican,6,10,12,50,70
302164,100,0,1,(1) 1. Democrat,NA,6,1,100,0
302166,70,0,2,(1) 1. Democrat,2,13,19,60,40
302167,50,0,3,(3) 3. Independent,NA,8,5,0,50
302169,85,15,2,(1) 1. Democrat,3,14,,70,15
302171,70,0,3,(3) 3. Independent,1,11,21,40,0
302172,0,100,5,(3) 3. Independent,6,14,15,0,70
302174,0,40,6,(2) 2. Republican,6,13,18,15,60
302178,100,40,1,(1) 1. Democrat,NA,9,5,85,50
302183,70,0,4,(3) 3. Independent,NA,9,14,50,50
302186,60,30,3,(3) 3. Independent,NA,10,14,40,40
302190,50,50,3,(0) 0. No preference (FTF ONLY),NA,9,11,50,50
302192,40,15,5,(5) 5. Other party SPECIFY,6,12,1,15,0
302193,70,0,1,(1) 1. Democrat,NA,10,1,70,0
302195,70,0,3,(3) 3. Independent,3,10,19,60,15
302196,85,0,1,(1) 1. Democrat,3,14,22,85,60
302197,85,30,6,(2) 2. Republican,4,9,17,70,40
302198,60,30,2,(1) 1. Democrat,2,12,21,60,60
302206,70,85,6,(2) 2. Republican,6,13,28,70,70
302207,85,0,1,(1) 1. Democrat,6,11,,85,15
302214,50,50,6,(2) 2. Republican,NA,9,1,50,50
302216,0,90,5,(3) 3. Independent,4,13,1,0,0
302217,15,60,6,(2) 2. Republican,,9,8,70,70
302218,85,0,2,(1) 1. Democrat,NA,7,,70,30
302219,30,0,1,(1) 1. Democrat,2,14,25,40,15
302220,0,60,7,(2) 2. Republican,6,9,11,15,70
302223,40,40,4,(3) 3. Independent,NA,9,1,40,40
302231,40,40,4,(3) 3. Independent,NA,9,1,,
302233,85,0,2,(1) 1. Democrat,3,10,21,60,30
302234,15,30,6,(2) 2. Republican,5,13,18,0,70
302236,0,100,7,(2) 2. Republican,6,11,14,30,60
302238,85,50,2,(1) 1. Democrat,NA,9,13,85,70
302239,60,0,5,(3) 3. Independent,4,13,24,70,0
302240,50,50,1,(1) 1. Democrat,NA,8,2,50,50
302244,0,60,5,(3) 3. Independent,NA,10,9,60,60
302245,85,15,1,(1) 1. Democrat,2,14,2,85,0
302246,100,0,1,(1) 1. Democrat,2,12,3,100,30
302252,70,15,2,(1) 1. Democrat,2,10,1,70,40
302253,60,15,3,(5) 5. Other party SPECIFY,4,10,17,60,50
302254,50,0,3,(3) 3. Independent,2,13,15,50,50
302261,0,70,6,(2) 2. Republican,6,12,23,30,60
302262,85,0,3,(3) 3. Independent,2,13,23,85,15
